id,name,address,coordinates,review_count,rating,zip_code,query,location
XsXLVWr1UZWVhKThNvNiaA,Blue Willow 夜来湘,"40 W 56th St, New York, NY 10019","(40.76292, -73.976546)",602,4.5,10019,chinese food,manhattan
bVkjBJlAIwKAj9Aw1KVWjA,Dim Sum Palace,"334 W 46th St, New York, NY 10036","(40.76015, -73.9893699)",1548,4.0,10036,chinese food,manhattan
EmJ7rfmv2y6lQZxgA8U__g,Red Peony Chinese Cuisine,"24 W 56th St, New York, NY 10019","(40.76278, -73.97589)",513,4.5,10019,chinese food,manhattan
UK1oGbr8GU2rufpnJR4-HQ,Joe's Home of Soup Dumplings,"7 E 48th St, between Fifth and Madison avenues, New York, NY 10017","(40.75723, -73.97702)",304,4.5,10017,chinese food,manhattan
ZWP7yq9C2bhCcLkMR9BmVw,Mala Project,"245 East 53rd St, New York, NY 10022","(40.75712551924447, -73.96767713374987)",38,4.5,10022,chinese food,manhattan
ojbH3wnRu050hRhkmoxRiA,Han Dynasty,"215 W 85th St, New York, NY 10024","(40.78752, -73.97647)",667,4.0,10024,chinese food,manhattan
h0pRCiJDrCN7tm3VX5tILQ,CHILI,"13 E 37th St, New York, NY 10016","(40.75002, -73.98215)",485,4.5,10016,chinese food,manhattan
LT0yyLNM84EiJj9DL0rfHA,Hui Restaurant & Bar,"314 E 70th St, New York, NY 10021","(40.76701, -73.95846)",238,4.5,10021,chinese food,manhattan
BNaveJmi-OUGKG9sRfrIhA,Mr. Sun,"48 W 48th St, New York, NY 10036","(40.75809, -73.98026)",151,4.5,10036,chinese food,manhattan
xq0cX_DgxiJMXwhmEl9kUA,Café China,"59 W 37th St, New York, NY 10018","(40.75157, -73.98584)",1806,4.0,10018,chinese food,manhattan
83zDAk03lFXkgImgkLhT9w,Chi Restaurant & Bar,"492 9th Ave, New York, NY 10018","(40.75547, -73.99439)",4,5.0,10018,chinese food,manhattan
gJXNSJ9VXTuCFmp_Kl9TVQ,Shanghai,"1388 2nd Ave, New York, NY 10021","(40.768291, -73.958381)",121,4.0,10021,chinese food,manhattan
jc7lVTvmYMIK5RNpENtS6w,Szechuan Mountain House,"23 St Marks Pl, New York, NY 10003","(40.72911, -73.98858)",535,4.5,10003,chinese food,manhattan
R3UNnA8EbjhNWBHS0wJ0VA,Grand Sichuan Eastern,"1049 2nd Ave, New York, NY 10022","(40.75831, -73.96636)",270,3.5,10022,chinese food,manhattan
wDuf4Qz9qsC62amLZgWNJQ,Little Alley,"550 3rd Ave, New York, NY 10016","(40.74744, -73.97728)",457,4.0,10016,chinese food,manhattan
A-ert0jDRBfku9ogyW_mEg,Spice Symphony,"150 E 50th St, New York, NY 10022","(40.7558937072754, -73.9715347290039)",604,4.5,10022,chinese food,manhattan
X8ZS-dgiMIJvhwf9SaDnjw,Wah Fung No 1,"79 Chrystie St, New York, NY 10002","(40.71735, -73.99457)",1856,4.5,10002,chinese food,manhattan
wfhMIiMh2A2psCGONOVSlg,Han Dynasty,"90 3rd Ave, New York, NY 10003","(40.732072, -73.988074)",1326,4.0,10003,chinese food,manhattan
oowNI_aUmGEFa_VW8BFgRg,Tri Dim Shanghai,"1378 3rd Ave, New York, NY 10075","(40.773951, -73.957927)",483,4.0,10075,chinese food,manhattan
3NYQQckItp9l7GDzALw79w,Lin's Gourmet,"1097 2nd Ave, New York, NY 10022","(40.759891, -73.965187)",75,3.5,10022,chinese food,manhattan
SFleMiroXTeWnXfonRic-w,Fast Wok,"260 Brook Ave, Bronx, NY 10454","(40.808, -73.9187199)",8,4.0,10454,chinese food,manhattan
8plXW6ZQI1awPu1scms3jQ,Silky Kitchen,"138 W 46th St, New York, NY 10036","(40.757888, -73.984006)",55,4.5,10036,chinese food,manhattan
0dDCDQz7DrKkSvu9h2hcQw,Chow House,"181 Bleecker St, New York, NY 10012","(40.72915, -74.00072)",545,4.5,10012,chinese food,manhattan
0CjK3esfpFcxIopebzjFxA,Joe's Shanghai,"46 Bowery St, New York, NY 10013","(40.7156608, -73.9967012)",6874,4.0,10013,chinese food,manhattan
-lgNzAEyFr8LCTuBTWnAMg,Dim Sum Palace,"28 W 56th St, New York, NY 10019","(40.762765496672955, -73.97609185077448)",397,4.0,10019,chinese food,manhattan
BPErPpKSNluwcjbKRgze3w,Xi'an Famous Foods,"328 E 78th St, New York, NY 10075","(40.77197, -73.95452)",631,4.0,10075,chinese food,manhattan
s5JNxy0eAFgxS2Poi73ODw,Mala Project,"41 W 46th St, New York, NY 10036","(40.756899, -73.980586)",464,4.0,10036,chinese food,manhattan
oe8GEFE4QLFAKt87y7zcgA,Very Fresh Noodles,"409 W 15th St, New York, NY 10011","(40.74207, -74.00565)",1255,4.5,10011,chinese food,manhattan
mUl0wtO7tPkBocuJqZ-7Dw,Dun Huang -  Grand Central,"320 Lexington Ave, New York, NY 10016","(40.74922, -73.97785)",276,4.5,10016,chinese food,manhattan
fbxOVzLvmIB13_5adb1hfQ,Our New Place,"242 E 79th St, New York, NY 10075","(40.77347, -73.95576)",12,4.5,10075,chinese food,manhattan
iM2DKMjyU_R1r8x-3AZGQg,New Cottage,"2199 Broadway, New York, NY 10024","(40.78326357630784, -73.98078454782609)",53,4.0,10024,chinese food,manhattan
1dFOF1HPaThSCsdiqR7DrA,Land of Plenty,"204E 58th St, New York, NY 10022","(40.76063, -73.96664)",352,3.5,10022,chinese food,manhattan
kXYTWVIPTnCukSo2jfxZ8A,East River Eatery,"408 E 64th St, New York, NY 10065","(40.762351, -73.959067)",69,4.5,10065,chinese food,manhattan
nI1UYDCYUTt23TpGxqnLKg,Buddakan,"75 9th Ave, New York, NY 10011","(40.7422762672197, -74.0048000961542)",4384,4.0,10011,chinese food,manhattan
Puyzn1gagH9TsJz7EBJs3g,Baji Baji,"145 1st Ave, New York, NY 10003","(40.72821421354205, -73.98516918819301)",50,4.5,10003,chinese food,manhattan
FXhSEZfIqjMZh4hR0_8jMQ,China Xiang 中国湘,"360 W 42nd Street, New York, NY 10036","(40.7582902125633, -73.9925113993899)",531,4.0,10036,chinese food,manhattan
8ZBbl3VN-cu6PFOL0D7-8A,Hunan Village,"339 Lexington Ave New York Ny, New York, NY 10016","(40.749688, -73.977171)",27,4.0,10016,chinese food,manhattan
lQ8Fzgji9qmgRXkFcvAsVQ,Chong Qing Xiao Mian,"796 9th Ave, New York, NY 10019","(40.76513, -73.98753)",333,4.0,10019,chinese food,manhattan
NN3mOWF5e_pnR1ArqM2bHQ,OBAO,"647 9th Ave, New York, NY 10036","(40.7606544, -73.991332)",3566,4.0,10036,chinese food,manhattan
E_Rxnmim6J2ECFtU0QGlsQ,Uncle Lou,"73 Mulberry St, New York, NY 10013","(40.71623, -73.99925)",216,4.0,10013,chinese food,manhattan
3oB2_2vpeIyxJt1GvlcZBA,Baodega,"7 W 20th St, New York, NY 10011","(40.74014, -73.99178)",262,4.0,10011,chinese food,manhattan
l1nX-f46dmOEmYPoiuLSaw,Peking Duck House,"236 E 53rd St, New York, NY 10022","(40.756912, -73.968109)",499,3.5,10022,chinese food,manhattan
wzmeaMTm5cZ1JCjep7iQeA,ZLS BBQ,"219 E 23rd St, New York, NY 10010","(40.73852, -73.98201)",31,4.5,10010,chinese food,manhattan
LDF8GBzAPJ4bnJVo4Bf3xw,Empire Chinese Restaurant,"351 E 62nd St, New York, NY 10065","(40.76188, -73.96122)",4,4.0,10065,chinese food,manhattan
w3wKbjuNCZnYoPOr-FCk5w,New Moon,"547 2nd Ave, New York, NY 10016","(40.742569, -73.977856)",199,3.5,10016,chinese food,manhattan
Y92VtOkTZ6BirkJbUKCMOw,Rong Cheng House,"242 W 56th St, New York, NY 10019","(40.76572, -73.98286)",117,4.0,10019,chinese food,manhattan
sBCJYLPNJuagg-aJ3Y_ozQ,Cheli,"19 St Marks Pl, Ste 23, New York, NY 10003","(40.72925, -73.9886)",217,4.0,10003,chinese food,manhattan
Ece_DRuD1yQjRPJBAebRpw,Kung Fu Little Steamed Buns Ramen,"146 E 55th St, New York, NY 10022","(40.7592514705491, -73.9694294705987)",361,3.5,10022,chinese food,manhattan
xm_-5QZFzJidiUO--PgOYg,Bites of Xi'an,"60 W 56th St, New York, NY 10019","(40.76335868622376, -73.97709537292124)",62,4.0,10019,chinese food,manhattan
MYPes7EWP5aLiVG1Z_9eFQ,Jing Fong,"380 Amsterdam Ave, New York, NY 10024","(40.7827096147799, -73.9789128775797)",269,3.0,10024,chinese food,manhattan
IkOW8jcaFYOll4albHitLw,Lotus + Cleaver,"28-17 Jackson Ave, Long Island City, NY 11101","(40.7486281, -73.9385852)",61,4.5,11101,chinese food,manhattan
croh2zWlbPyCQTNS11klcg,China River 川聚院,"258 W 44th St, New York, NY 10036","(40.75821, -73.98833)",246,4.0,10036,chinese food,manhattan
SBJHGtqJyfaU47NPjGAU6A,China Jade,"1643 2nd Ave, New York, NY 10028","(40.777392, -73.952329)",202,3.5,10028,chinese food,manhattan
pCfGgX0WxGASGM4-Yhr2Pw,Hao Noodle Chelsea,"343 W 14th St, New York, NY 10014","(40.7406999, -74.00436)",539,4.5,10014,chinese food,manhattan
QaolMEijS7L6eodSneOdng,Tri Dim Shanghai West,"467 Columbus Ave, New York, NY 10024","(40.78412, -73.97368)",185,4.0,10024,chinese food,manhattan
z5f--L8_vB_WvSaRca7LQQ,Mala House,"22 E 21st St, New York, NY 10017","(40.73945005575927, -73.98913809999999)",31,4.5,10017,chinese food,manhattan
1jAB_uaI8-P_wSqOo2S3KQ,Mazu Szechuan,"495 3rd Ave, New York, NY 10016","(40.745234, -73.97812)",102,4.5,10016,chinese food,manhattan
vZgJyMZlpSSS_Y-duxd4_A,Kings Co Imperial,"20 Skillman Ave, Brooklyn, NY 11211","(40.71512, -73.95097)",374,4.0,11211,chinese food,manhattan
WRRs3smfm6rHP5k4Slzr3w,Hop Won Restaurant,"139 E 45th St, New York, NY 10017","(40.75322, -73.97399)",154,3.0,10017,chinese food,manhattan
gcEMZjjqy5Ucnv_5Pv-q1g,Tasty Hand Pulled Noodles II,"648 9th Ave, New York, NY 10036","(40.760537, -73.990782)",367,4.0,10036,chinese food,manhattan
qrncvjkiKN5Z-JC06ygy6A,Hutong,"731 Lexington Ave, New York, NY 10022","(40.761551, -73.967443)",434,3.5,10022,chinese food,manhattan
53lgp8fFEuK3Yo7yeXc89A,Tim Ho Wan - Hell's Kitchen,"610 9th Ave, New York, NY 10036","(40.75935, -73.99175)",521,4.0,10036,chinese food,manhattan
gvOe1TLb8hZgx0naC9LYpw,Sei Less,"156 W 38th St, New York, NY 10018","(40.75314, -73.98814)",137,4.0,10018,chinese food,manhattan
6YehBdKHcLDsvaewhcEjFQ,Hey Yuet,"251 W 26th St, New York, NY 10001","(40.74703, -73.99645)",148,4.5,10001,chinese food,manhattan
Vzx-7-jSEBz2g8NuGVhHvQ,Philippe By Philippe Chow,"33 E 60th St, New York, NY 10065","(40.76409, -73.97039)",857,3.5,10065,chinese food,manhattan
Ej-hrhc8HFWfijN4X5akOg,Dim Sum Palace,"33 W 33rd St, New York, NY 10001","(40.7486498128575, -73.98684828079797)",191,4.0,10001,chinese food,manhattan
smxIke5NSkMIExa6jLVw-g,Joe's Steam Rice Roll,"422 Amsterdam Ave, New York, NY 10024","(40.78411, -73.977964)",149,4.5,10024,chinese food,manhattan
pPqEu60FMffpiWqk2MCrVA,Hutaoli Music Restaurant & Bar,"42 W 33rd St, New York, NY 10001","(40.748413, -73.9871229)",157,4.0,10001,chinese food,manhattan
sfsjk1h50ooC2ioY7m48gw,Pig Heaven,"1420 3rd Ave, New York, NY 10028","(40.77544, -73.95686)",465,4.0,10028,chinese food,manhattan
4FD0TAxe70nb3ngk3sXF9Q,Uluh,"152 2nd Ave, Ste A, New York, NY 10003","(40.7293403, -73.9866071)",723,4.5,10003,chinese food,manhattan
lynQoI3w_pzYfHGeuUU-Qg,Shu Jiao Fu Zhou,"295 Grand St, New York, NY 10002","(40.7174109, -73.9920876)",1094,4.5,10002,chinese food,manhattan
0vg2Z-HPwkyVVX613j2ysg,Peng's Noodle Folk,"1659 1st Ave, New York, NY 10028","(40.77726, -73.94932)",521,4.5,10028,chinese food,manhattan
wurhcLKXD4YJ5XfTxpbE5Q,Grand Sichuan,"229 9th Ave, New York, NY 10001","(40.747413, -74.001052)",476,3.5,10001,chinese food,manhattan
Qwd4Tv-CqgO2Yl9zZgkKOQ,Shun Lee Palace,"155 E 55th St, New York, NY 10022","(40.75945, -73.96907)",320,3.0,10022,chinese food,manhattan
6kCo3xb87Sc3Aa5ZSWzNnw,Kung Fu Kitchen,"610 8th Ave, New York, NY 10018","(40.755631112182144, -73.99066)",477,3.5,10018,chinese food,manhattan
Qgv2vyUV-DwK8YwrhU-jtw,Lan Sheng Restaurant,"128 W 36th St, New York, NY 10018","(40.7517141867087, -73.9883603449123)",209,4.0,10018,chinese food,manhattan
4DInnPhOyvXFbYpUdO0SMQ,Antidote,"66 S 2nd St, Brooklyn, NY 11249","(40.714253413118925, -73.96544806659222)",207,5.0,11249,chinese food,manhattan
rGUv1nNmsvy2jOlZtbaOpw,Dimsum Garden,"338 Lexington Ave, New York, NY 10016","(40.74979, -73.97743)",45,4.5,10016,chinese food,manhattan
OvdCm3j_5HzItolfvwrEUA,Lilli & Loo,"1026 3rd Ave, New York, NY 10065","(40.762738760552196, -73.96594827668659)",447,3.5,10065,chinese food,manhattan
C3tP0fNNAoxOAC3O406CXQ,Le Sia,"651 9th Ave, New York, NY 10036","(40.76072, -73.99119)",111,4.5,10036,chinese food,manhattan
_lx7nuvXU7LhDRL3a9TMAw,DD Soup Dumpling,"321 W 42nd St, 1A, New York, NY 10036","(40.75792, -73.99067)",35,4.5,10036,chinese food,manhattan
LVkBYW-FNaZ2h-0zB8-vzA,Jiang's Kitchen,"65 St Marks Pl, New York, NY 10003","(40.72808, -73.98615)",31,4.5,10003,chinese food,manhattan
sRWRA4dcN_NR1JGpuRVouA,Nan Xiang Xiao Long Bao - Manhattan,"24 W 33rd St, New York, NY 10001","(40.74822527534694, -73.9857786)",48,4.0,10001,chinese food,manhattan
3ESDUFulPVoMJdsqPQGm0A,Golden City Chinese Restaurant,"423 9th Ave, New York, NY 10001","(40.753277148143, -73.996643608314)",93,3.5,10001,chinese food,manhattan
l44CFBTejwL0ElKmkH7xQQ,Decoy,"529 Hudson St, New York, NY 10014","(40.734207418277244, -74.006519)",449,4.0,10014,chinese food,manhattan
SNhDVaf_n7VDZcfry8mYdA,The Bao,"13 St Marks Pl, New York, NY 10003","(40.72939, -73.9889199)",1374,4.0,10003,chinese food,manhattan
olRNNJCJ2TJvPRmjBiOcGA,Silky Kitchen,"137 E 13th St, New York, NY 10003","(40.73297, -73.98829)",273,4.5,10003,chinese food,manhattan
TU_BU9HLflYI2xlyqVQdRA,TAO Uptown,"42 E 58th St, New York, NY 10022","(40.762659285620664, -73.97144107883544)",2795,3.5,10022,chinese food,manhattan
jwKPVep2qZYBUA6SLLQPvg,Legend 72,"127 W 72nd St, New York, NY 10023","(40.77796, -73.9796901)",269,3.5,10023,chinese food,manhattan
mIbmzqQ473BUF8cngXXs_Q,Joy Love Club,"232 8th Ave, New York, NY 10011","(40.7444, -73.99891)",101,4.5,10011,chinese food,manhattan
bnDfFdiCcPzhuNWUJORvLQ,Noodle Village,"13 Mott St, New York, NY 10013","(40.714167, -73.998803)",1302,4.0,10013,chinese food,manhattan
inp9N7bo9zqQSa8h8UBhqg,Empire Szechuan,"193 Columbus Ave, New York, NY 10023","(40.775683, -73.980178)",268,2.5,10023,chinese food,manhattan
HR_a2QSA_KJZIakufAJUmg,Szechuan Gourmet,"21 W 39th St, New York, NY 10018","(40.75226532620614, -73.98361050137848)",39,4.5,10018,chinese food,manhattan
Q1TpfbuPwKPFrNFyu-u2_g,Han Dynasty,"1 Dekalb Ave, Brooklyn, NY 11201","(40.6911319610036, -73.9825977757573)",365,3.5,11201,chinese food,manhattan
LYp3izplqg0x-h9CBlb-MQ,China Gourmet,"877 8th Ave, New York, NY 10019","(40.76381, -73.98524)",258,2.5,10019,chinese food,manhattan
8Oo2AtQEPDfxIOnA8wfXoQ,886,"26 Saint Marks Pl, New York, NY 10003","(40.72877, -73.98873)",586,4.0,10003,chinese food,manhattan
f_vDVYSk-VUnlGTvgtBwkQ,Noodlecraft,"10-39 47th Rd, Long Island City, NY 11101","(40.74471, -73.95182)",115,4.5,11101,chinese food,manhattan
7FeUdDizBscZueMDaKdjGQ,Ellie's Chinese Restaurant,"1570 2nd Ave, New York, NY 10028","(40.77493, -73.95366)",17,3.0,10028,chinese food,manhattan
i7cKPMXreR4XfTjdpqZ_5A,Emperor Dumpling,"818 6th Ave, New York, NY 10001","(40.74613, -73.99015)",14,4.5,10001,chinese food,manhattan
UaQF4mv6hVjiegkwUvQeMQ,Dim Sum Chelsea,"236 8th Ave, New York, NY 10011","(40.744624, -73.998649)",149,4.5,10011,chinese food,manhattan
M-odQWSEfsR2mVEw7nKG-g,Nyonya,"199 Grand St, New York, NY 10013","(40.719116974367, -73.9968322948353)",2267,4.0,10013,chinese food,manhattan
kBZggrnSP1kcUMnsnfkTaQ,Nan Xiang Xiao Long Bao - Flushing,"39-16 Prince St, Ste 104, Flushing, NY 11354","(40.75924, -73.8326)",4228,4.0,11354,chinese food,manhattan
s25mujxKWphsyFm0Ji1xYA,Mr Chow,"324 E 57th St, New York, NY 10022","(40.7588502019644, -73.9643376320601)",418,3.0,10022,chinese food,manhattan
2pnhIRBUw58PpN8CQEYiZA,New Food King,"694 10th Ave, New York, NY 10036","(40.76366, -73.99217)",69,3.5,10036,chinese food,manhattan
Lp8vAE5nHSt5zbu-lSGK8A,Hop Lee Restaurant,"16 Mott St, New York, NY 10013","(40.71426, -73.99849)",347,4.0,10013,chinese food,manhattan
ybQV8joopvU1_gG2RwLRog,Wok City,"153 Amsterdam Ave, New York, NY 10023","(40.7752417820046, -73.983876645396)",102,3.0,10023,chinese food,manhattan
v2783z5F7lkcltVwxJeT6w,Cho-Zen,"1553 2nd Ave, New York, NY 10028","(40.77449, -73.95444)",3,4.0,10028,chinese food,manhattan
yVI01P3ApyLlkqtOfgki7A,Bei Jing Chinese Foods,"860 10th Ave, New York, NY 10019","(40.768619, -73.98851)",25,3.5,10019,chinese food,manhattan
TzhAlljC_843JO7UDDUIaQ,The Tang - Upper West Side,"920 Amsterdam Ave, New York, NY 10025","(40.80006, -73.96639)",267,4.5,10025,chinese food,manhattan
_fTRTishY3G5dLPLYGCVAw,Tipsy Shanghai,"594 3rd Ave, New York, NY 10016","(40.74879, -73.9761)",28,4.0,10016,chinese food,manhattan
7ZQSMqWzvXMSetXnii2fBg,Excellent Dumpling House,"165 W 23rd St, New York, NY 10011","(40.7440494396358, -73.995028194335)",733,4.0,10011,chinese food,manhattan
scTDvJ2M2jDbb1ntVeIyxA,Hao Noodle - West Village,"401 6th Ave, New York, NY 10014","(40.7334863190479, -73.9998929006093)",819,4.0,10014,chinese food,manhattan
2rSmA4IK51QAQj60YGvjnw,New Asian Cuisine,"44-20 48th Ave, Woodside, NY 11377","(40.7393524, -73.9210213)",36,3.5,11377,chinese food,manhattan
HoU-pi4U4EK-AwkTxNCAEg,Lisa's Dumplings,"57th St & 8th Ave, New York, NY 10019","(40.7689469190942, -73.9824067136363)",100,4.0,10019,chinese food,manhattan
xCHApgtkLpEyh0lz-uhZvg,Szechuan Garden,"239 W 105th St, New York, NY 10025","(40.80053, -73.967586)",357,4.0,10025,chinese food,manhattan
bacGm8cL-vUPHdR18_M7bw,Charley Mom Restaurant,"1580 York Ave, New York, NY 10028","(40.7740287780762, -73.9481582641602)",99,3.5,10028,chinese food,manhattan
X4hEgOBOLTYFhlWO-gAFxQ,Tipsy Shanghai,"228 Thompson St, New York, NY 10012","(40.72929, -73.99882)",350,4.0,10012,chinese food,manhattan
AeNU0DYNtYDVPGnWAIh-0Q,Wok To Walk,"570 8th Ave, New York, NY 10018","(40.754724, -73.991278)",411,3.5,10018,chinese food,manhattan
qGgQMVExGERqGhZNDM2ROg,Wu Liang Ye,"36 W 48th St, New York, NY 10036","(40.75781, -73.97994)",547,3.5,10036,chinese food,manhattan
mDajKjZjRN4tVGEJFOgF9w,Wok 88,"1570 3rd Ave, New York, NY 10128","(40.78042, -73.95322)",323,3.5,10128,chinese food,manhattan
GAFqRBlqZpLK2vYbiqzYhA,Peppercorn Station,"66 W 39th St, New York, NY 10018","(40.75266, -73.98512)",47,4.5,10018,chinese food,manhattan
Bb0h5Rs8ugSM2CjulRhfBw,Spicy Moon East Village,"328 E 6th St, New York, NY 10003","(40.72674, -73.98722)",565,4.5,10003,chinese food,manhattan
ePVlFbTzdVQFWie__kdplg,Main Noodle House,"1011 6th Ave, New York, NY 10018","(40.752143, -73.986396)",446,3.5,10018,chinese food,manhattan
JJLFsLZbL21fbYRqcIGCLA,Awesum Dimsum,"612 8th Ave, New York, NY 10018","(40.7557, -73.9907)",152,4.5,10018,chinese food,manhattan
DmTz35KvxO20mH-pJxLNpg,Xi'an Famous Foods,"96 8th Ave, New York, NY 10011","(40.740203, -74.001963)",94,4.0,10011,chinese food,manhattan
R26zweQ8-xoZS7iHkXQOvw,Shanghai 21,"21 Mott St, New York, NY 10013","(40.71441, -73.99902)",1887,4.0,10013,chinese food,manhattan
v2dtG37r1ThqtfEfiFsAUg,Shanghai Mong,"30 W 32nd St, New York, NY 10001","(40.7476119995117, -73.9871597290039)",600,3.0,10001,chinese food,manhattan
ynIx549QFj29o84y1RSGyw,Bao Bao Cafe,"61 Lexington Ave, Unit B, New York, NY 10010","(40.740829, -73.983474)",500,4.0,10010,chinese food,manhattan
WRPJeH3goSpj5ke3Pkrnfw,Burp Bowl Cafe,"134 E 27th St, New York, NY 10010","(40.74183, -73.98271)",266,4.5,10010,chinese food,manhattan
62Kedrco374IuZ_OFb0BxA,3 Times,"818 Broadway, New York, NY 10003","(40.73285, -73.99104)",208,4.0,10003,chinese food,manhattan
5TnBfeoBpxPPwIXMGBMasg,New Double Dragon,"37 1st Ave, New York, NY 10003","(40.7242, -73.98801)",105,4.0,10003,chinese food,manhattan
QBhHq4eN7rtFzmDUciVL-Q,King Wok,"222 Varick St, New York, NY 10014","(40.72904, -74.0050399)",156,3.5,10014,chinese food,manhattan
MdDj13LgIs0WdbIdiyqB7Q,Pinch Chinese,"177 Prince St, New York, NY 10012","(40.72645222833495, -74.0017973317552)",427,4.0,10012,chinese food,manhattan
JaKLZrh1Y_2qB_0Gc3bk3A,Ollie's Sichuan,"411 W 42nd St, New York, NY 10036","(40.75884, -73.99319)",579,3.5,10036,chinese food,manhattan
KjN7kiCP4kZbt1dj8w3A3g,Steam - Shanghai Asian Fusion,"470 6th Ave, New York, NY 10011","(40.735570389859696, -73.997784032187)",27,4.5,10011,chinese food,manhattan
k0fnJRSV8tzM2bzkvFdlGg,Bonnie's,"398 Manhattan Ave, Brooklyn, NY 11211","(40.71783, -73.94651)",74,3.5,11211,chinese food,manhattan
Dqp5Itsj9dN0Ewz8Gm853g,Philippe Downtown,"355 W 16th St, New York, NY 10011","(40.74213, -74.0038)",148,4.0,10011,chinese food,manhattan
ipPhk_Tmp2JYInPWJR-ZgQ,Dun Huang,"27-23 Jackson Ave, Queens, NY 11101","(40.748034191355224, -73.94037311324054)",28,4.0,11101,chinese food,manhattan
dDXtga5Kgo5B1twdezcZJA,Auntie Guan's Kitchen 108,"108 W 14th St, New York, NY 10011","(40.73748, -73.99752)",374,3.5,10011,chinese food,manhattan
NIGYFezOj_F_M5GskaN-2Q,Tipsy Shanghai,"342 7th Ave, New York, NY 10001","(40.74811, -73.99306)",19,3.5,10001,chinese food,manhattan
FQi7AP2j9UYc1c-VTF00rA,Wok In The Clouds,"127 E 28th St, New York, NY 10016","(40.7429, -73.9828)",18,4.5,10016,chinese food,manhattan
mQQxpyEegblKERyeuxrb5Q,Vanessa's Dumpling House,"452 Amsterdam Ave, New York, NY 10024","(40.785005, -73.977188)",99,3.5,10024,chinese food,manhattan
gNGxh97n0NZgYG1Q_no9Kg,Potluck Club,"133 Chrystie St, New York, NY 10002","(40.71952, -73.99333)",64,5.0,10002,chinese food,manhattan
7wrFd9tnIBMClzDnrWdSNw,Chinatown Kitchen,"450 60th St, West New York, NJ 07093","(40.7885757502878, -74.0158536518411)",12,4.5,07093,chinese food,manhattan
_7GunmWHykEJ5_u2zkX1gg,Dim Sum Sam,"28 E 23rd St, New York, NY 10010","(40.74057320498368, -73.98780579999999)",63,4.0,10010,chinese food,manhattan
g512kssHLLTdDbUJHTmJFw,Stick To My Pot Potsticker,"224 W 35th St, New York, NY 10001","(40.75202, -73.99121)",229,4.5,10001,chinese food,manhattan
DpfE0gPBXj-aj2pnEh4E2Q,Wei Williamsburg,"145 Borinquen Pl, Brooklyn, NY 11211","(40.7107868, -73.9542168)",208,4.0,11211,chinese food,manhattan
uaFHoq-a5XqxF-bsOK9_Qg,Real Kung Fu Little Steamed Buns Ramen,"811 8th Ave, New York, NY 10019","(40.7616286634162, -73.98688)",1093,3.5,10019,chinese food,manhattan
KUW8hx5kinOT_XJj3ttCDQ,Go Noodle Nine Moon,"1069 1st Ave, New York, NY 10022","(40.75932, -73.96254)",70,3.5,10022,chinese food,manhattan
2J3--ZI6CcoYLWSYYVdt7Q,Milu,"333 Park Ave S, New York, NY 10010","(40.741084, -73.985324)",176,4.5,10010,chinese food,manhattan
WVsPyl-DGRu0O_rQYdIMVQ,The Best Sichuan,"47 W 39th St, New York, NY 10018","(40.75266, -73.98459)",81,4.5,10018,chinese food,manhattan
vsFGj_fQkrTmEoLaXU3DCA,Happy Family,"500 West 43 St, New York, NY 10036","(40.760041, -73.995479)",3,3.5,10036,chinese food,manhattan
uiQ6p_3biJD5S4PrF58t_g,Szechuan Gourmet,"21 W 39th St, New York, NY 10018","(40.75226727202543, -73.9836107151638)",851,3.5,10018,chinese food,manhattan
NXg-oNpx0GYNiErdHb8L5A,Awesum Dimsum,"160 E 23rd St, New York, NY 10010","(40.7388534, -73.98367370212858)",473,4.5,10010,chinese food,manhattan
UBY796Pa8HAuqC2uRR0WNg,Dim Sum Sam,"240 W 40th St, New York, NY 10018","(40.755247, -73.989578)",23,4.5,10018,chinese food,manhattan
L9N9O2u_M9Daby9_myK4Yg,Mao’s Bao,"4059 High Line, New York, NY 10011","(40.7480714928872, -74.004706248683)",20,3.5,10011,chinese food,manhattan
U74_3F7r3tMhd6dmTmDBxQ,Macao Trading Company,"311 Church St, New York, NY 10013","(40.719623, -74.003904)",815,4.0,10013,chinese food,manhattan
LDScBEu3splSQlhGBEH2hg,Bao by Kaya,"570 Lexington Ave, New York, NY 10022","(40.7569200941962, -73.9723208919168)",202,4.0,10022,chinese food,manhattan
GuzlMBKNoClNx5I1-x-DDg,53 NYC,"53 W 53rd St, New York, NY 10019","(40.76179318437133, -73.9780863)",28,4.5,10019,chinese food,manhattan
EN9_LsFpY44Hkzcnu0jfIg,Dynasty Dim Sum,"381 3rd Ave, New York, NY 10016","(40.74148, -73.98087)",194,4.0,10016,chinese food,manhattan
H1jops1lmuhrq9lP7lEGJQ,Flor De Mayo,"484 Amsterdam Ave, New York, NY 10024","(40.78609, -73.97658)",1277,4.0,10024,chinese food,manhattan
shwaY4v3fx9tjalvHVIBxQ,Tengri Tagh Uyghur Cuisine,"144 W 37th St, New York, NY 10018","(40.75246221952214, -73.98871967056284)",70,4.5,10018,chinese food,manhattan
IQ91FltwJmIPhS6fKKf2pw,China 1 Kitchen,"609 Main St, New York, NY 10044","(40.7632023290684, -73.9490040654764)",66,3.0,10044,chinese food,manhattan
XaEFFUabnbH8ZF7ccmSAlQ,South Of The Clouds,"16 W 8th St, New York, NY 10011","(40.73264, -73.99752)",231,4.0,10011,chinese food,manhattan
